Date,Month,Day,Year,SWC,waterYear
5/2/13,5,2,2013,3.3,2013
5/1/13,5,1,2013,3.6,2013
4/30/13,4,30,2013,4,2013
4/29/13,4,29,2013,4.4,2013
4/28/13,4,28,2013,4.8,2013
4/27/13,4,27,2013,5.2,2013
4/26/13,4,26,2013,5.7,2013
4/25/13,4,25,2013,6.1,2013
4/24/13,4,24,2013,6.5,2013
4/23/13,4,23,2013,6.9,2013
4/22/13,4,22,2013,7.4,2013
4/21/13,4,21,2013,8,2013
4/20/13,4,20,2013,8.5,2013
4/19/13,4,19,2013,8.8,2013
4/18/13,4,18,2013,9,2013
4/17/13,4,17,2013,9,2013
4/16/13,4,16,2013,8.9,2013
4/15/13,4,15,2013,9,2013
4/14/13,4,14,2013,9.5,2013
4/13/13,4,13,2013,9.9,2013
4/12/13,4,12,2013,10.5,2013
4/11/13,4,11,2013,10.9,2013
4/10/13,4,10,2013,11.3,2013
4/9/13,4,9,2013,11.4,2013
4/8/13,4,8,2013,11.4,2013
4/7/13,4,7,2013,11.6,2013
4/6/13,4,6,2013,11.9,2013
4/5/13,4,5,2013,12.2,2013
4/4/13,4,4,2013,12.4,2013
4/3/13,4,3,2013,12.8,2013
4/2/13,4,2,2013,13.1,2013
4/1/13,4,1,2013,13.2,2013
3/31/13,3,31,2013,13.1,2013
3/30/13,3,30,2013,13.4,2013
3/29/13,3,29,2013,13.8,2013
3/28/13,3,28,2013,14,2013
3/27/13,3,27,2013,14.3,2013
3/26/13,3,26,2013,14.5,2013
3/25/13,3,25,2013,14.8,2013
3/24/13,3,24,2013,15,2013
3/23/13,3,23,2013,15.2,2013
3/22/13,3,22,2013,15.3,2013
3/21/13,3,21,2013,15.3,2013
3/20/13,3,20,2013,15.2,2013
3/19/13,3,19,2013,15.3,2013
3/18/13,3,18,2013,15.6,2013
3/17/13,3,17,2013,15.8,2013
3/16/13,3,16,2013,16,2013
3/15/13,3,15,2013,16.2,2013
3/14/13,3,14,2013,16.5,2013
3/13/13,3,13,2013,16.8,2013
3/12/13,3,12,2013,17,2013
3/11/13,3,11,2013,17.1,2013
3/10/13,3,10,2013,17.1,2013
3/9/13,3,9,2013,17.1,2013
3/8/13,3,8,2013,16.9,2013
3/7/13,3,7,2013,16.6,2013
3/6/13,3,6,2013,16.1,2013
3/5/13,3,5,2013,15.7,2013
3/4/13,3,4,2013,15.8,2013
3/3/13,3,3,2013,15.6,2013
3/2/13,3,2,2013,15.6,2013
3/1/13,3,1,2013,15.7,2013
2/28/13,2,28,2013,15.8,2013
2/27/13,2,27,2013,15.8,2013
2/26/13,2,26,2013,15.9,2013
2/25/13,2,25,2013,15.9,2013
2/24/13,2,24,2013,15.8,2013
2/23/13,2,23,2013,15.9,2013
2/22/13,2,22,2013,15.8,2013
2/21/13,2,21,2013,15.7,2013
2/20/13,2,20,2013,15.7,2013
2/19/13,2,19,2013,15.5,2013
2/18/13,2,18,2013,15.5,2013
2/17/13,2,17,2013,15.4,2013
2/16/13,2,16,2013,15.4,2013
2/15/13,2,15,2013,15.4,2013
2/14/13,2,14,2013,15.3,2013
2/13/13,2,13,2013,15.4,2013
2/12/13,2,12,2013,15.3,2013
2/11/13,2,11,2013,15.4,2013
2/10/13,2,10,2013,15.4,2013
2/9/13,2,9,2013,15.3,2013
2/8/13,2,8,2013,15.3,2013
2/7/13,2,7,2013,15.1,2013
2/6/13,2,6,2013,15.2,2013
2/5/13,2,5,2013,15.2,2013
2/4/13,2,4,2013,15.2,2013
2/3/13,2,3,2013,15.2,2013
2/2/13,2,2,2013,15.2,2013
2/1/13,2,1,2013,15.2,2013
1/31/13,1,31,2013,15.3,2013
1/30/13,1,30,2013,15.3,2013
1/29/13,1,29,2013,15.2,2013
1/28/13,1,28,2013,15.2,2013
1/27/13,1,27,2013,15.1,2013
1/26/13,1,26,2013,15,2013
1/25/13,1,25,2013,15,2013
1/24/13,1,24,2013,14.9,2013
1/23/13,1,23,2013,14.8,2013
1/22/13,1,22,2013,14.8,2013
1/21/13,1,21,2013,14.8,2013
1/20/13,1,20,2013,14.8,2013
1/19/13,1,19,2013,14.8,2013
1/18/13,1,18,2013,14.8,2013
1/17/13,1,17,2013,14.8,2013
1/16/13,1,16,2013,14.8,2013
1/15/13,1,15,2013,14.8,2013
1/14/13,1,14,2013,14.7,2013
1/13/13,1,13,2013,14.7,2013
1/12/13,1,12,2013,14.7,2013
1/11/13,1,11,2013,14.7,2013
1/10/13,1,10,2013,14.6,2013
1/9/13,1,9,2013,14.3,2013
1/8/13,1,8,2013,14.2,2013
1/7/13,1,7,2013,14.2,2013
1/6/13,1,6,2013,14.1,2013
1/5/13,1,5,2013,14,2013
1/4/13,1,4,2013,14,2013
1/3/13,1,3,2013,14,2013
1/2/13,1,2,2013,14,2013
1/1/13,1,1,2013,14,2013
12/31/12,12,31,2012,13.9,2013
12/30/12,12,30,2012,13.9,2013
12/29/12,12,29,2012,13.8,2013
12/28/12,12,28,2012,13.7,2013
12/27/12,12,27,2012,13.7,2013
12/26/12,12,26,2012,13.2,2013
12/25/12,12,25,2012,12,2013
12/24/12,12,24,2012,11.9,2013
12/23/12,12,23,2012,10.1,2013
12/22/12,12,22,2012,8.3,2013
12/21/12,12,21,2012,7.5,2013
12/20/12,12,20,2012,7.2,2013
12/19/12,12,19,2012,7,2013
12/18/12,12,18,2012,6.9,2013
12/17/12,12,17,2012,6.4,2013
12/16/12,12,16,2012,6.1,2013
12/15/12,12,15,2012,6,2013
12/14/12,12,14,2012,6,2013
12/13/12,12,13,2012,5.9,2013
12/12/12,12,12,2012,5.6,2013
12/11/12,12,11,2012,5.4,2013
12/10/12,12,10,2012,5.3,2013
12/9/12,12,9,2012,5.1,2013
12/8/12,12,8,2012,5.2,2013
12/7/12,12,7,2012,5.2,2013
12/6/12,12,6,2012,5.3,2013
12/5/12,12,5,2012,5.3,2013
12/4/12,12,4,2012,5.1,2013
12/3/12,12,3,2012,5,2013
12/2/12,12,2,2012,4.4,2013
12/1/12,12,1,2012,4.2,2013
11/30/12,11,30,2012,3.1,2013
11/29/12,11,29,2012,2.6,2013
11/28/12,11,28,2012,2,2013
11/27/12,11,27,2012,2,2013
11/26/12,11,26,2012,2,2013
11/25/12,11,25,2012,2,2013
11/24/12,11,24,2012,2,2013
11/23/12,11,23,2012,2,2013
11/22/12,11,22,2012,1.9,2013
11/21/12,11,21,2012,1.9,2013
11/20/12,11,20,2012,1.9,2013
11/19/12,11,19,2012,1.8,2013
11/18/12,11,18,2012,1.6,2013
11/17/12,11,17,2012,1.1,2013
11/16/12,11,16,2012,1,2013
11/15/12,11,15,2012,0.9,2013
11/14/12,11,14,2012,0.9,2013
11/13/12,11,13,2012,0.9,2013
11/12/12,11,12,2012,0.9,2013
11/11/12,11,11,2012,0.8,2013
11/10/12,11,10,2012,0.8,2013
11/9/12,11,9,2012,0.6,2013
11/8/12,11,8,2012,0.4,2013
11/7/12,11,7,2012,0.4,2013
11/6/12,11,6,2012,0.5,2013
11/5/12,11,5,2012,0.5,2013
11/4/12,11,4,2012,0.6,2013
11/3/12,11,3,2012,0.7,2013
11/2/12,11,2,2012,0.7,2013
11/1/12,11,1,2012,0.8,2013
10/31/12,10,31,2012,0.9,2013
10/30/12,10,30,2012,1,2013
10/29/12,10,29,2012,1.2,2013
10/28/12,10,28,2012,1.3,2013
10/27/12,10,27,2012,1.4,2013
10/26/12,10,26,2012,1.5,2013
10/25/12,10,25,2012,1.5,2013
10/24/12,10,24,2012,1.3,2013
10/23/12,10,23,2012,1.1,2013
10/22/12,10,22,2012,0.1,2013
10/21/12,10,21,2012,0,2013
10/20/12,10,20,2012,0,2013
10/19/12,10,19,2012,0,2013
10/1/12,10,1,2012,0,2013
6/14/12,6,14,2012,0,2012
6/13/12,6,13,2012,0,2012
6/12/12,6,12,2012,0.1,2012
6/11/12,6,11,2012,0.1,2012
6/10/12,6,10,2012,0.1,2012
6/9/12,6,9,2012,0.1,2012
6/8/12,6,8,2012,0.1,2012
6/7/12,6,7,2012,0.1,2012
6/6/12,6,6,2012,0.1,2012
6/5/12,6,5,2012,0.1,2012
6/4/12,6,4,2012,0.1,2012
6/3/12,6,3,2012,0.1,2012
6/2/12,6,2,2012,0.2,2012
6/1/12,6,1,2012,0.2,2012
5/31/12,5,31,2012,0.3,2012
5/30/12,5,30,2012,0.4,2012
5/29/12,5,29,2012,0.5,2012
5/28/12,5,28,2012,0.5,2012
5/27/12,5,27,2012,0.6,2012
5/26/12,5,26,2012,0.5,2012
5/25/12,5,25,2012,0.5,2012
5/24/12,5,24,2012,0.6,2012
5/23/12,5,23,2012,0.6,2012
5/22/12,5,22,2012,0.8,2012
5/21/12,5,21,2012,0.9,2012
5/20/12,5,20,2012,1.1,2012
5/19/12,5,19,2012,1.3,2012
5/18/12,5,18,2012,1.4,2012
5/17/12,5,17,2012,1.6,2012
5/16/12,5,16,2012,2,2012
5/15/12,5,15,2012,2.3,2012
5/14/12,5,14,2012,2.7,2012
5/13/12,5,13,2012,3.1,2012
5/12/12,5,12,2012,3.5,2012
5/11/12,5,11,2012,3.9,2012
5/10/12,5,10,2012,4.3,2012
5/9/12,5,9,2012,4.9,2012
5/8/12,5,8,2012,5.5,2012
5/7/12,5,7,2012,6,2012
5/6/12,5,6,2012,6.4,2012
5/5/12,5,5,2012,6.8,2012
5/4/12,5,4,2012,7.1,2012
5/3/12,5,3,2012,7.5,2012
5/2/12,5,2,2012,8.1,2012
5/1/12,5,1,2012,8.7,2012
4/30/12,4,30,2012,9.3,2012
4/29/12,4,29,2012,10,2012
4/28/12,4,28,2012,10.6,2012
4/27/12,4,27,2012,10.9,2012
4/26/12,4,26,2012,11.2,2012
4/25/12,4,25,2012,11.6,2012
4/24/12,4,24,2012,12.4,2012
4/23/12,4,23,2012,13.5,2012
4/22/12,4,22,2012,14.4,2012
4/21/12,4,21,2012,15.3,2012
4/20/12,4,20,2012,15.9,2012
4/19/12,4,19,2012,16.6,2012
4/18/12,4,18,2012,17,2012
4/17/12,4,17,2012,17.3,2012
4/16/12,4,16,2012,17.5,2012
4/15/12,4,15,2012,17.5,2012
4/14/12,4,14,2012,17.4,2012
4/13/12,4,13,2012,16.3,2012
4/12/12,4,12,2012,15.4,2012
4/11/12,4,11,2012,15.3,2012
4/10/12,4,10,2012,15.4,2012
4/9/12,4,9,2012,15.7,2012
4/8/12,4,8,2012,15.8,2012
4/7/12,4,7,2012,15.8,2012
4/6/12,4,6,2012,15.9,2012
4/5/12,4,5,2012,15.6,2012
4/4/12,4,4,2012,15.7,2012
4/3/12,4,3,2012,15.7,2012
4/2/12,4,2,2012,15.4,2012
4/1/12,4,1,2012,15.3,2012
3/31/12,3,31,2012,14.9,2012
3/30/12,3,30,2012,14.7,2012
3/29/12,3,29,2012,14.4,2012
3/28/12,3,28,2012,14.1,2012
3/27/12,3,27,2012,13.3,2012
3/26/12,3,26,2012,13.1,2012
3/25/12,3,25,2012,12.9,2012
3/24/12,3,24,2012,12.8,2012
3/23/12,3,23,2012,12.9,2012
3/22/12,3,22,2012,12.9,2012
3/21/12,3,21,2012,12.8,2012
3/20/12,3,20,2012,12.6,2012
3/19/12,3,19,2012,12.5,2012
3/18/12,3,18,2012,12,2012
3/17/12,3,17,2012,11.2,2012
3/16/12,3,16,2012,9.9,2012
3/15/12,3,15,2012,9.7,2012
3/14/12,3,14,2012,9.3,2012
3/13/12,3,13,2012,8.7,2012
3/12/12,3,12,2012,8.8,2012
3/11/12,3,11,2012,8.8,2012
3/10/12,3,10,2012,8.9,2012
3/9/12,3,9,2012,8.9,2012
3/8/12,3,8,2012,8.9,2012
3/7/12,3,7,2012,8.8,2012
3/6/12,3,6,2012,8.8,2012
3/5/12,3,5,2012,8.7,2012
3/4/12,3,4,2012,8.7,2012
3/3/12,3,3,2012,8.7,2012
3/2/12,3,2,2012,8.7,2012
3/1/12,3,1,2012,8.4,2012
2/29/12,2,29,2012,7.5,2012
2/28/12,2,28,2012,7.2,2012
2/27/12,2,27,2012,7,2012
2/26/12,2,26,2012,7,2012
2/25/12,2,25,2012,7.1,2012
2/24/12,2,24,2012,7.1,2012
2/23/12,2,23,2012,7.2,2012
2/22/12,2,22,2012,7.2,2012
2/21/12,2,21,2012,7.3,2012
2/20/12,2,20,2012,7.3,2012
2/19/12,2,19,2012,7.3,2012
2/18/12,2,18,2012,7.2,2012
2/17/12,2,17,2012,7.2,2012
2/16/12,2,16,2012,7.2,2012
2/15/12,2,15,2012,7.1,2012
2/14/12,2,14,2012,6.9,2012
2/13/12,2,13,2012,6.7,2012
2/12/12,2,12,2012,6.5,2012
2/11/12,2,11,2012,6.4,2012
2/10/12,2,10,2012,6.4,2012
2/9/12,2,9,2012,6.4,2012
2/8/12,2,8,2012,6.4,2012
2/7/12,2,7,2012,6.3,2012
2/6/12,2,6,2012,6.3,2012
2/5/12,2,5,2012,6.3,2012
2/4/12,2,4,2012,6.4,2012
2/3/12,2,3,2012,6.4,2012
2/2/12,2,2,2012,6.4,2012
2/1/12,2,1,2012,6.4,2012
1/31/12,1,31,2012,6.4,2012
1/30/12,1,30,2012,6.4,2012
1/29/12,1,29,2012,6.4,2012
1/28/12,1,28,2012,6.4,2012
1/27/12,1,27,2012,6.4,2012
1/26/12,1,26,2012,6.3,2012
1/25/12,1,25,2012,6.3,2012
1/24/12,1,24,2012,6.1,2012
1/23/12,1,23,2012,5.2,2012
1/22/12,1,22,2012,4,2012
1/21/12,1,21,2012,3.4,2012
1/20/12,1,20,2012,2.3,2012
1/19/12,1,19,2012,1.9,2012
1/18/12,1,18,2012,1.7,2012
1/17/12,1,17,2012,1.6,2012
1/16/12,1,16,2012,1.6,2012
1/15/12,1,15,2012,1.6,2012
1/14/12,1,14,2012,1.7,2012
1/13/12,1,13,2012,1.6,2012
1/12/12,1,12,2012,1.7,2012
1/11/12,1,11,2012,1.6,2012
1/10/12,1,10,2012,1.7,2012
1/9/12,1,9,2012,1.7,2012
1/8/12,1,8,2012,1.7,2012
1/7/12,1,7,2012,1.8,2012
1/6/12,1,6,2012,1.8,2012
1/5/12,1,5,2012,1.9,2012
1/4/12,1,4,2012,1.9,2012
1/3/12,1,3,2012,1.9,2012
1/2/12,1,2,2012,2,2012
1/1/12,1,1,2012,2,2012
12/31/11,12,31,2011,2,2012
12/30/11,12,30,2011,2.1,2012
12/29/11,12,29,2011,2.2,2012
12/28/11,12,28,2011,2.2,2012
12/27/11,12,27,2011,2.2,2012
12/26/11,12,26,2011,2.2,2012
12/25/11,12,25,2011,2.2,2012
12/24/11,12,24,2011,2.2,2012
12/23/11,12,23,2011,2.2,2012
12/22/11,12,22,2011,2.1,2012
12/21/11,12,21,2011,2.2,2012
12/20/11,12,20,2011,2.1,2012
12/19/11,12,19,2011,2.2,2012
12/18/11,12,18,2011,2.2,2012
12/17/11,12,17,2011,2.2,2012
12/16/11,12,16,2011,2.2,2012
12/15/11,12,15,2011,2.2,2012
12/14/11,12,14,2011,2.1,2012
12/13/11,12,13,2011,2.2,2012
12/12/11,12,12,2011,2.2,2012
12/11/11,12,11,2011,2,2012
12/10/11,12,10,2011,2,2012
12/9/11,12,9,2011,2,2012
12/8/11,12,8,2011,2,2012
12/7/11,12,7,2011,2,2012
12/6/11,12,6,2011,1.9,2012
12/5/11,12,5,2011,1.6,2012
12/4/11,12,4,2011,1.9,2012
12/3/11,12,3,2011,1.9,2012
12/2/11,12,2,2011,1.9,2012
12/1/11,12,1,2011,1.9,2012
11/30/11,11,30,2011,2,2012
11/29/11,11,29,2011,2,2012
11/28/11,11,28,2011,2.2,2012
11/27/11,11,27,2011,2.2,2012
11/26/11,11,26,2011,2.1,2012
11/25/11,11,25,2011,2.2,2012
11/24/11,11,24,2011,2.1,2012
11/23/11,11,23,2011,2,2012
11/22/11,11,22,2011,1.8,2012
11/21/11,11,21,2011,1.7,2012
11/20/11,11,20,2011,1.5,2012
11/19/11,11,19,2011,1.1,2012
11/18/11,11,18,2011,0.8,2012
11/17/11,11,17,2011,0.9,2012
11/16/11,11,16,2011,0.9,2012
11/15/11,11,15,2011,0.9,2012
11/14/11,11,14,2011,0.9,2012
11/13/11,11,13,2011,1,2012
11/12/11,11,12,2011,1,2012
11/11/11,11,11,2011,0.8,2012
11/10/11,11,10,2011,0.8,2012
11/9/11,11,9,2011,0.7,2012
11/8/11,11,8,2011,0.7,2012
11/7/11,11,7,2011,0.7,2012
11/6/11,11,6,2011,0.6,2012
11/5/11,11,5,2011,0.3,2012
11/4/11,11,4,2011,0.3,2012
11/3/11,11,3,2011,0,2012
11/2/11,11,2,2011,-0.1,2012
11/1/11,11,1,2011,-0.1,2012
7/7/11,7,7,2011,1.8,2011
7/6/11,7,6,2011,2,2011
7/5/11,7,5,2011,2.3,2011
7/4/11,7,4,2011,2.5,2011
7/3/11,7,3,2011,2.9,2011
7/2/11,7,2,2011,3.2,2011
7/1/11,7,1,2011,3.6,2011
6/30/11,6,30,2011,4,2011
6/29/11,6,29,2011,4.3,2011
6/28/11,6,28,2011,4.8,2011
6/27/11,6,27,2011,5.4,2011
6/24/11,6,24,2011,7.3,2011
6/23/11,6,23,2011,8.4,2011
6/22/11,6,22,2011,9.7,2011
6/21/11,6,21,2011,10.7,2011
6/20/11,6,20,2011,11.6,2011
6/19/11,6,19,2011,12.5,2011
6/18/11,6,18,2011,13.4,2011
6/17/11,6,17,2011,14.3,2011
6/16/11,6,16,2011,14.6,2011
6/15/11,6,15,2011,15.8,2011
6/14/11,6,14,2011,16.9,2011
6/13/11,6,13,2011,18.6,2011
6/12/11,6,12,2011,19.7,2011
6/11/11,6,11,2011,21,2011
6/10/11,6,10,2011,22.2,2011
6/9/11,6,9,2011,23.2,2011
6/8/11,6,8,2011,24.2,2011
6/7/11,6,7,2011,24.9,2011
6/6/11,6,6,2011,25.4,2011
6/5/11,6,5,2011,25.8,2011
6/4/11,6,4,2011,26,2011
6/3/11,6,3,2011,26.6,2011
6/2/11,6,2,2011,26.7,2011
6/1/11,6,1,2011,26.8,2011
5/31/11,5,31,2011,27.9,2011
5/30/11,5,30,2011,28.1,2011
5/29/11,5,29,2011,28.1,2011
5/28/11,5,28,2011,28.2,2011
5/27/11,5,27,2011,28.6,2011
5/26/11,5,26,2011,29,2011
5/25/11,5,25,2011,29.4,2011
5/24/11,5,24,2011,30.2,2011
5/23/11,5,23,2011,30.9,2011
5/22/11,5,22,2011,31.6,2011
5/21/11,5,21,2011,32.3,2011
5/20/11,5,20,2011,32.8,2011
5/19/11,5,19,2011,33,2011
5/18/11,5,18,2011,32.8,2011
5/17/11,5,17,2011,32.2,2011
5/16/11,5,16,2011,32,2011
5/15/11,5,15,2011,32.1,2011
5/14/11,5,14,2011,32.7,2011
5/13/11,5,13,2011,33.8,2011
5/12/11,5,12,2011,34.6,2011
5/11/11,5,11,2011,35.3,2011
5/10/11,5,10,2011,35.7,2011
5/9/11,5,9,2011,35.8,2011
5/8/11,5,8,2011,36.4,2011
5/7/11,5,7,2011,37.4,2011
5/6/11,5,6,2011,38.5,2011
5/5/11,5,5,2011,40,2011
5/4/11,5,4,2011,40.9,2011
5/3/11,5,3,2011,41.5,2011
5/2/11,5,2,2011,42.5,2011
5/1/11,5,1,2011,42,2011
4/30/11,4,30,2011,43.3,2011
4/29/11,4,29,2011,43.7,2011
4/28/11,4,28,2011,44.2,2011
4/27/11,4,27,2011,44.4,2011
4/26/11,4,26,2011,45.1,2011
4/25/11,4,25,2011,44,2011
4/24/11,4,24,2011,43.4,2011
4/23/11,4,23,2011,43.1,2011
4/22/11,4,22,2011,43.3,2011
4/21/11,4,21,2011,43.3,2011
4/20/11,4,20,2011,43.3,2011
4/19/11,4,19,2011,43.9,2011
4/18/11,4,18,2011,44.3,2011
4/17/11,4,17,2011,44.9,2011
4/16/11,4,16,2011,45.4,2011
4/15/11,4,15,2011,45.5,2011
4/14/11,4,14,2011,45.6,2011
4/13/11,4,13,2011,45.7,2011
4/12/11,4,12,2011,45.9,2011
4/11/11,4,11,2011,46,2011
4/10/11,4,10,2011,45.9,2011
4/9/11,4,9,2011,45.8,2011
4/8/11,4,8,2011,45.7,2011
4/7/11,4,7,2011,45.4,2011
4/6/11,4,6,2011,45.5,2011
4/5/11,4,5,2011,45.8,2011
4/4/11,4,4,2011,46.5,2011
4/3/11,4,3,2011,47,2011
4/2/11,4,2,2011,47.4,2011
4/1/11,4,1,2011,47.7,2011
3/31/11,3,31,2011,48,2011
3/30/11,3,30,2011,48.1,2011
3/29/11,3,29,2011,48.1,2011
3/28/11,3,28,2011,48,2011
3/27/11,3,27,2011,47.6,2011
3/26/11,3,26,2011,46.8,2011
3/25/11,3,25,2011,46.3,2011
3/24/11,3,24,2011,44.3,2011
3/23/11,3,23,2011,42.9,2011
3/22/11,3,22,2011,42.6,2011
3/21/11,3,21,2011,41.9,2011
3/20/11,3,20,2011,39.9,2011
3/19/11,3,19,2011,38.6,2011
3/18/11,3,18,2011,37.4,2011
3/17/11,3,17,2011,37.1,2011
3/16/11,3,16,2011,36.7,2011
3/15/11,3,15,2011,35.6,2011
3/14/11,3,14,2011,35.4,2011
3/13/11,3,13,2011,34.8,2011
3/12/11,3,12,2011,34.8,2011
3/11/11,3,11,2011,34.9,2011
3/10/11,3,10,2011,34.7,2011
3/9/11,3,9,2011,34.5,2011
3/8/11,3,8,2011,34.5,2011
3/7/11,3,7,2011,34.2,2011
3/6/11,3,6,2011,33.4,2011
3/5/11,3,5,2011,33.2,2011
3/4/11,3,4,2011,33,2011
3/3/11,3,3,2011,32.9,2011
3/2/11,3,2,2011,32,2011
3/1/11,3,1,2011,31.7,2011
2/28/11,2,28,2011,31.6,2011
2/27/11,2,27,2011,31.4,2011
2/26/11,2,26,2011,31.3,2011
2/25/11,2,25,2011,29.8,2011
2/24/11,2,24,2011,29.1,2011
2/23/11,2,23,2011,29.3,2011
2/22/11,2,22,2011,28.5,2011
2/21/11,2,21,2011,28.5,2011
2/20/11,2,20,2011,28.2,2011
2/18/11,2,18,2011,26.6,2011
2/17/11,2,17,2011,25.3,2011
2/16/11,2,16,2011,23.9,2011
2/15/11,2,15,2011,22.8,2011
2/14/11,2,14,2011,22.5,2011
2/13/11,2,13,2011,22.6,2011
2/12/11,2,12,2011,22.6,2011
2/11/11,2,11,2011,22.6,2011
2/10/11,2,10,2011,22.6,2011
2/9/11,2,9,2011,22.6,2011
2/8/11,2,8,2011,22.7,2011
2/7/11,2,7,2011,22.7,2011
2/6/11,2,6,2011,22.7,2011
2/5/11,2,5,2011,22.8,2011
2/4/11,2,4,2011,22.8,2011
2/3/11,2,3,2011,23,2011
2/2/11,2,2,2011,23,2011
2/1/11,2,1,2011,23.1,2011
1/31/11,1,31,2011,22.8,2011
1/28/11,1,28,2011,22.3,2011
1/27/11,1,27,2011,22.3,2011
1/26/11,1,26,2011,22.4,2011
1/25/11,1,25,2011,22.4,2011
1/24/11,1,24,2011,22.4,2011
1/23/11,1,23,2011,22.5,2011
1/22/11,1,22,2011,22.5,2011
1/19/11,1,19,2011,22.6,2011
1/18/11,1,18,2011,22.6,2011
1/17/11,1,17,2011,22.7,2011
1/16/11,1,16,2011,22.9,2011
1/15/11,1,15,2011,22.9,2011
1/14/11,1,14,2011,22.8,2011
1/13/11,1,13,2011,22.9,2011
1/12/11,1,12,2011,22.8,2011
1/11/11,1,11,2011,22.6,2011
1/10/11,1,10,2011,22.6,2011
1/9/11,1,9,2011,22.7,2011
1/8/11,1,8,2011,22.7,2011
1/7/11,1,7,2011,22.7,2011
1/6/11,1,6,2011,22.7,2011
1/5/11,1,5,2011,22.6,2011
1/4/11,1,4,2011,22.6,2011
1/3/11,1,3,2011,22.6,2011
1/2/11,1,2,2011,22.3,2011
1/1/11,1,1,2011,21.6,2011
12/31/10,12,31,2010,21.5,2011
12/30/10,12,30,2010,21.5,2011
12/29/10,12,29,2010,20.7,2011
12/28/10,12,28,2010,18.7,2011
12/27/10,12,27,2010,18.7,2011
12/26/10,12,26,2010,18.4,2011
12/25/10,12,25,2010,17.8,2011
12/24/10,12,24,2010,17.7,2011
12/23/10,12,23,2010,17.7,2011
12/22/10,12,22,2010,17.3,2011
12/21/10,12,21,2010,16.7,2011
12/20/10,12,20,2010,15.7,2011
12/19/10,12,19,2010,13,2011
12/18/10,12,18,2010,10.7,2011
12/17/10,12,17,2010,8.9,2011
12/16/10,12,16,2010,8.8,2011
12/15/10,12,15,2010,8.8,2011
12/14/10,12,14,2010,7.9,2011
12/13/10,12,13,2010,7.9,2011
12/12/10,12,12,2010,8,2011
12/11/10,12,11,2010,8.1,2011
12/10/10,12,10,2010,8.3,2011
12/9/10,12,9,2010,8.1,2011
12/8/10,12,8,2010,7.9,2011
12/7/10,12,7,2010,7.9,2011
12/6/10,12,6,2010,7.7,2011
12/5/10,12,5,2010,6.9,2011
12/4/10,12,4,2010,6.8,2011
12/3/10,12,3,2010,6.7,2011
12/2/10,12,2,2010,6.4,2011
12/1/10,12,1,2010,6.4,2011
11/30/10,11,30,2010,6.4,2011
11/29/10,11,29,2010,6.3,2011
11/28/10,11,28,2010,6.2,2011
11/27/10,11,27,2010,5.5,2011
11/26/10,11,26,2010,5.4,2011
11/25/10,11,25,2010,5.3,2011
11/24/10,11,24,2010,5.3,2011
11/23/10,11,23,2010,4.6,2011
11/22/10,11,22,2010,3.9,2011
11/21/10,11,21,2010,3,2011
11/20/10,11,20,2010,1.7,2011
7/12/10,7,12,2010,0,2010
7/11/10,7,11,2010,0,2010
7/10/10,7,10,2010,0,2010
7/9/10,7,9,2010,0,2010
7/8/10,7,8,2010,0,2010
7/7/10,7,7,2010,0,2010
7/6/10,7,6,2010,0,2010
7/5/10,7,5,2010,0.1,2010
7/4/10,7,4,2010,0.1,2010
7/3/10,7,3,2010,0.2,2010
7/2/10,7,2,2010,0.2,2010
7/1/10,7,1,2010,0.3,2010
6/30/10,6,30,2010,0.4,2010
6/29/10,6,29,2010,0.5,2010
6/28/10,6,28,2010,0.7,2010
6/27/10,6,27,2010,0.9,2010
6/26/10,6,26,2010,1.2,2010
6/25/10,6,25,2010,1.4,2010
6/24/10,6,24,2010,1.6,2010
6/23/10,6,23,2010,2.4,2010
6/22/10,6,22,2010,2.7,2010
6/21/10,6,21,2010,3,2010
6/20/10,6,20,2010,3.3,2010
6/19/10,6,19,2010,3.8,2010
6/18/10,6,18,2010,4.2,2010
6/17/10,6,17,2010,4.6,2010
6/16/10,6,16,2010,5.1,2010
6/15/10,6,15,2010,5.7,2010
6/14/10,6,14,2010,6.4,2010
6/13/10,6,13,2010,6.9,2010
6/12/10,6,12,2010,7.4,2010
6/11/10,6,11,2010,8,2010
6/10/10,6,10,2010,8.6,2010
6/9/10,6,9,2010,9.5,2010
6/8/10,6,8,2010,10.3,2010
6/7/10,6,7,2010,11.5,2010
6/6/10,6,6,2010,12.8,2010
6/5/10,6,5,2010,14,2010
6/4/10,6,4,2010,15.1,2010
6/3/10,6,3,2010,16.6,2010
6/2/10,6,2,2010,17.7,2010
6/1/10,6,1,2010,18.6,2010
5/31/10,5,31,2010,19.5,2010
5/30/10,5,30,2010,20.5,2010
5/29/10,5,29,2010,21,2010
5/28/10,5,28,2010,21.1,2010
5/27/10,5,27,2010,21,2010
5/26/10,5,26,2010,21.1,2010
5/25/10,5,25,2010,21.4,2010
5/24/10,5,24,2010,21.5,2010
5/23/10,5,23,2010,21.6,2010
5/22/10,5,22,2010,21.6,2010
5/21/10,5,21,2010,22,2010
5/20/10,5,20,2010,23.3,2010
5/19/10,5,19,2010,24,2010
5/18/10,5,18,2010,24.5,2010
5/17/10,5,17,2010,24.8,2010
5/16/10,5,16,2010,25.8,2010
5/15/10,5,15,2010,26.6,2010
5/14/10,5,14,2010,27.2,2010
5/13/10,5,13,2010,27.8,2010
